id,product_id,customer_name,rating,title,comment,verified,created_at
"3add5a06-f75b-4227-8467-feab934ff3a3","2848cc9b-4992-45a8-a8db-b8705ad48558","Luis Martinez","5","Smooth and powerful","The bell is louder than expected - in a good way! Pedestrians actually hear it first time.","true","""2025-06-20T19:55:21.758Z"""
"ba3621c2-3ad9-4803-ad27-e2bb1ac6d0ab","2848cc9b-4992-45a8-a8db-b8705ad48558","Valentina Fernandez","5","Just what I needed","The motor provides smooth, natural assistance. You barely notice it working but hills that used to exhaust me are now effortless.","true","""2025-10-23T19:55:21.758Z"""
"f896de05-fb96-438b-9813-40234f6272cf","2848cc9b-4992-45a8-a8db-b8705ad48558","Miguel Morales","5","Excellent build quality","No buyer's remorse whatsoever. This is everything I hoped it would be and more. Absolutely delighted.","true","""2025-06-09T19:55:21.758Z"""
"9783d58b-e741-46ba-9c54-ce2c41fec799","2848cc9b-4992-45a8-a8db-b8705ad48558","Evan Edwards","5","Battery life is amazing","The weight is well-balanced. Easy to manoeuvre despite being heavier than a standard bike. Handles beautifully.","true","""2025-09-25T19:55:21.758Z"""
"f584b1c1-f6e0-4c56-8086-867d5bf54e2d","2848cc9b-4992-45a8-a8db-b8705ad48558","Aarav Shah","5","Love everything about it","Arrived perfectly adjusted. Brakes, gears, everything worked perfectly straight out of the box. Very impressed with quality control.","false","""2025-10-19T19:55:21.758Z"""
"b71159e3-1d78-4918-a899-ed8e1b5dd342","2848cc9b-4992-45a8-a8db-b8705ad48558","Ffion Owen","5","Excellent starter bike","Love the removable battery. I can charge it at my desk whilst at work. So much more convenient than wheeling the whole bike inside.","true","""2025-07-28T19:55:21.758Z"""
"e332f870-2d22-4273-b410-161646ba6009","2848cc9b-4992-45a8-a8db-b8705ad48558","Skye Ferguson","5","Folds up nicely","The hinges feel solid with no play. Despite folding, it rides like a regular bike - no flex or wobble whatsoever.","true","""2025-08-25T19:55:21.759Z"""
"2b453fc1-8b22-4803-b4db-7526a220a508","2848cc9b-4992-45a8-a8db-b8705ad48558","Nia Mwangi","3","Perfect commuter bike","Can fit in the boot of my hatchback easily. Opens up possibilities for weekend rides in the countryside.","false","""2025-11-13T19:55:21.759Z"""
"dd94fab2-c95b-449f-9d8a-a71b31100104","2848cc9b-4992-45a8-a8db-b8705ad48558","Carys Edwards","5","Superb engineering","I was hesitant about the price initially, but this has saved me hundreds in fuel costs already. Best decision I've made this year.","true","""2025-08-16T19:55:21.759Z"""
"354bf973-2ee0-4b93-8eef-92e930192f2a","2848cc9b-4992-45a8-a8db-b8705ad48558","Bethan Edwards","2","Exceeded all expectations","Can fit in the boot of my hatchback easily. Opens up possibilities for weekend rides in the countryside.","true","""2025-10-01T19:55:21.759Z"""
"83bf03b4-5ec3-41d6-a58e-b078dea5fba5","2848cc9b-4992-45a8-a8db-b8705ad48558","Molly Anderson","4","Really pleased","Puncture-resistant tyres have lived up to the name. Several months of daily use, zero flats. Impressive.","true","""2025-07-26T19:55:21.759Z"""
"e1e98d00-3f0a-4b97-a6dd-7e372feef012","2848cc9b-4992-45a8-a8db-b8705ad48558","Mia Richardson","4","Top-notch product","Love the removable battery. I can charge it at my desk whilst at work. So much more convenient than wheeling the whole bike inside.","true","""2025-11-02T19:55:21.759Z"""
"f5e16b4e-304e-4708-856a-328eb0ca8d44","2848cc9b-4992-45a8-a8db-b8705ad48558","Evan Price","5","Highly recommend","Saddle is surprisingly comfortable. I've done 30-mile rides without any discomfort. Gear shifting is smooth and precise too.","true","""2025-05-31T19:55:21.759Z"""
"8879bac9-7d89-4247-9ac7-4c5f5a41c22c","2848cc9b-4992-45a8-a8db-b8705ad48558","Evie Clark","5","Easy to use","Frame design is practical. Mounting and dismounting is easy, which matters when stopping frequently in town.","true","""2025-08-06T19:55:21.759Z"""
"4f64219e-2890-4f83-9e2b-6a8363f85735","2848cc9b-4992-45a8-a8db-b8705ad48558","Isha Sharma","5","Worth every penny","This has genuinely changed my lifestyle. Haven't driven to work in two months. Saving money and getting fitter simultaneously.","true","""2025-08-14T19:55:21.759Z"""
"c4209818-f90d-4623-8365-47e7583e074a","2848cc9b-4992-45a8-a8db-b8705ad48558","Conor Byrne","3","Excellent build quality","Suspension works brilliantly. Absorbs bumps effectively without feeling bouncy. Much more comfortable than my old rigid bike.","true","""2025-11-23T19:55:21.759Z"""
"533cab89-b502-46ca-8632-82f38898e9e0","2848cc9b-4992-45a8-a8db-b8705ad48558","Elena Ivanova","1","Superb engineering","I was hesitant about the price initially, but this has saved me hundreds in fuel costs already. Best decision I've made this year.","true","""2025-10-13T19:55:21.759Z"""
"089997e9-e9c6-4db3-ad31-f5c50f681b30","2848cc9b-4992-45a8-a8db-b8705ad48558","Keira Murray","4","Worth every penny","Perfect for my hilly commute. What used to take 45 minutes of sweaty pedalling now takes 25 minutes and I arrive fresh.","true","""2025-06-27T19:55:21.759Z"""
"d23f15ee-5ba5-40c8-b7f6-94b83d70d057","2848cc9b-4992-45a8-a8db-b8705ad48558","Tao Chen","5","Just what I needed","Can fit in the boot of my hatchback easily. Opens up possibilities for weekend rides in the countryside.","false","""2025-08-04T19:55:21.759Z"""
"bb371825-3d16-4f61-868e-7db498871605","2848cc9b-4992-45a8-a8db-b8705ad48558","Sofia Ramirez","3","Fantastic quality","The build quality is exceptional. Everything feels solid and well-engineered. I've been using it daily for three months now and it still performs like new.","false","""2025-09-07T19:55:21.759Z"""
"2f224d27-d2be-4caa-9395-371c3a81bad0","2848cc9b-4992-45a8-a8db-b8705ad48558","Miguel Fernandez","1","Good for longer rides","Stores under my desk at work. Saves paying for cycle parking and keeps it safe. Unfolding is just as quick.","true","""2025-07-11T19:55:21.759Z"""
"ce32c54e-55df-48c6-b50a-0a403258a731","2848cc9b-4992-45a8-a8db-b8705ad48558","Ola Balogun","4","Fantastic range","Love that I can use it as a regular bike when I want exercise, or with assistance when I'm tired. Versatility is brilliant.","true","""2025-08-17T19:55:21.759Z"""
"b18affab-d9b6-4e61-bea8-7bc176f1b4dd","2848cc9b-4992-45a8-a8db-b8705ad48558","Chloe Watson","2","Quality exceeds the price","Eco mode extends the range impressively. Easily get 50+ miles if you're not rushing. Perfect for weekend rides.","false","""2025-08-05T19:55:21.759Z"""
"13c3dd52-a712-4d37-a608-a6f13333b321","2848cc9b-4992-45a8-a8db-b8705ad48558","Viktor Volkov","5","Great for hills","Frame design is practical. Mounting and dismounting is easy, which matters when stopping frequently in town.","true","""2025-10-14T19:55:21.759Z"""
"2eccb2f3-72ca-4d33-b992-5c1eadde58e9","2848cc9b-4992-45a8-a8db-b8705ad48558","Kwesi Nwosu","5","Fantastic quality","The rear rack is solid and takes panniers perfectly. Can carry a week's shopping without any wobble.","true","""2025-06-09T19:55:21.759Z"""
"0e4e65a5-dcde-49c1-bef6-9c62ed89e719","2848cc9b-4992-45a8-a8db-b8705ad48558","Niamh Kelly","3","Quality exceeds the price","Stores under my desk at work. Saves paying for cycle parking and keeps it safe. Unfolding is just as quick.","true","""2025-08-14T19:55:21.759Z"""
"1b0cf3fd-376a-4c53-adee-09f8e89cc2d3","2848cc9b-4992-45a8-a8db-b8705ad48558","Nia Okoro","5","Motor is very quiet","The range is no exaggeration. Did a 45-mile ride last weekend and still had battery left. Perfect for longer adventures.","true","""2025-07-29T19:55:21.759Z"""
"ac3646e4-e512-4e06-bda3-89a2256d2aaa","2848cc9b-4992-45a8-a8db-b8705ad48558","Megan Evans","5","Solid and reliable","This has genuinely changed my lifestyle. Haven't driven to work in two months. Saving money and getting fitter simultaneously.","true","""2025-07-30T19:55:21.759Z"""
"47a4794d-5610-441a-8aa4-1a00954ca523","2848cc9b-4992-45a8-a8db-b8705ad48558","Hassan Aziz","4","Battery life is amazing","Surprisingly quiet motor. My old Electric bike sounded like a lawnmower. This one is almost silent - very refined.","true","""2025-07-17T19:55:21.759Z"""
"b604db76-2fad-4f1b-bfa1-cacafde679bc","2848cc9b-4992-45a8-a8db-b8705ad48558","Rohan Khan","3","Responsive and smooth","Can fit in the boot of my hatchback easily. Opens up possibilities for weekend rides in the countryside.","true","""2025-05-31T19:55:21.759Z"""
"0a79cf3a-5fe4-451d-8e20-b70bb764a794","2848cc9b-4992-45a8-a8db-b8705ad48558","Khalid Hamdan","5","Happy commuter here","Exactly as described on the website. No nasty surprises. What you see is what you get, which is refreshing.","true","""2025-08-16T19:55:21.759Z"""
"2c84e38b-ccb3-4b19-93aa-065c54cbef10","2848cc9b-4992-45a8-a8db-b8705ad48558","James Ward","4","Quality exceeds the price","Charges faster than expected. From empty to full in about 4-5 hours. Perfect to charge overnight.","true","""2025-10-07T19:55:21.759Z"""
"844e6673-389d-4d9f-a972-7e8168771f8d","2848cc9b-4992-45a8-a8db-b8705ad48558","Isha Malik","4","Just what I needed","Brakes require minimal finger pressure. Very responsive without being grabby. Excellent modulation.","true","""2025-06-05T19:55:21.759Z"""
"1b0abf23-718b-4104-91ae-1bf10fecfe82","2848cc9b-4992-45a8-a8db-b8705ad48558","Yasmin Farouk","4","Solid and reliable","Love the removable battery. I can charge it at my desk whilst at work. So much more convenient than wheeling the whole bike inside.","true","""2025-06-14T19:55:21.759Z"""
"204aa572-9473-422b-87cd-2bd90b0c8e10","2848cc9b-4992-45a8-a8db-b8705ad48558","Noor Nassar","5","Love everything about it","The hinges feel solid with no play. Despite folding, it rides like a regular bike - no flex or wobble whatsoever.","true","""2025-06-08T19:55:21.759Z"""
"bbe7068b-7490-443a-b982-49441f171073","2848cc9b-4992-45a8-a8db-b8705ad48558","Liam O'Donnell","4","Good for longer rides","This has opened up so many new routes. Places that were too far or too hilly are now easily accessible. Loving the freedom.","true","""2025-06-23T19:55:21.759Z"""
"d3679073-f636-4157-981c-47af9fb8b28e","2848cc9b-4992-45a8-a8db-b8705ad48558","Miguel Garcia","5","Absolutely brilliant purchase","Delivery was impressively quick. Arrived within two days, well packaged. Setup took about 20 minutes following the clear instructions provided.","true","""2025-07-29T19:55:21.759Z"""
"527b0625-c5ad-4057-89b3-113be62d9737","2848cc9b-4992-45a8-a8db-b8705ad48558","Amina Nassar","5","Better than expected","Customer service deserves special mention. Had a question about maintenance and received a detailed response within hours.","true","""2025-07-11T19:55:21.759Z"""
"353fc0ea-63a0-4a9f-97f4-d8ad592df8df","2848cc9b-4992-45a8-a8db-b8705ad48558","Evie Brooks","5","Battery life is amazing","This has paid for itself already in saved train fares. The financial case is compelling even before health benefits.","true","""2025-06-03T19:55:21.759Z"""
"10f61951-1499-40e6-bc25-7b547ccf86f9","2848cc9b-4992-45a8-a8db-b8705ad48558","Diya Desai","3","Love the design","The motor provides smooth, natural assistance. You barely notice it working but hills that used to exhaust me are now effortless.","true","""2025-10-09T19:55:21.759Z"""
"5e7896ff-1a95-490a-9f27-bf862a5f7be4","2848cc9b-4992-45a8-a8db-b8705ad48558","Sofia Silva","5","Perfect for daily use","Perfect for my train commute. Folds small enough that it doesn't bother other passengers during rush hour.","true","""2025-06-14T19:55:21.759Z"""
"b641427d-7b9c-46fd-bf32-58988da70081","2848cc9b-4992-45a8-a8db-b8705ad48558","Priya Shah","5","Fantastic range","Perfect for my train commute. Folds small enough that it doesn't bother other passengers during rush hour.","true","""2025-09-01T19:55:21.759Z"""
"eec4df76-2023-4837-ac9e-1eb89250603e","2848cc9b-4992-45a8-a8db-b8705ad48558","Amara Kamau","5","Perfect for daily use","I'm 6'2"" and it fits me comfortably with room to adjust. My partner is 5'4"" and can also ride it comfortably. Very adjustable.","true","""2025-11-16T19:55:21.759Z"""
"761ee58a-5e55-4a7c-a026-34dfca5d402a","2848cc9b-4992-45a8-a8db-b8705ad48558","Roisin O'Brien","5","Responsive and smooth","Delivery was impressively quick. Arrived within two days, well packaged. Setup took about 20 minutes following the clear instructions provided.","false","""2025-07-31T19:55:21.759Z"""
"79662384-80dc-44f0-9595-09c4cf2e6d4d","2848cc9b-4992-45a8-a8db-b8705ad48558","Hana Wang","5","Game-changer for my commute","Stores under my desk at work. Saves paying for cycle parking and keeps it safe. Unfolding is just as quick.","true","""2025-11-04T19:55:21.759Z"""
"b744faef-c2ae-468e-bee0-757cec4f3c73","2848cc9b-4992-45a8-a8db-b8705ad48558","Molly Taylor","5","Impressive performance","I was hesitant about the price initially, but this has saved me hundreds in fuel costs already. Best decision I've made this year.","true","""2025-08-27T19:55:21.759Z"""
"192f363d-e40d-472f-81f9-32f9265a7d88","2848cc9b-4992-45a8-a8db-b8705ad48558","Carlos Garcia","5","Worth every penny","The folding mechanism is genius. Folds down in seconds and fits easily in my car boot or under my desk at work.","true","""2025-09-10T19:55:21.759Z"""
"57cdf800-af2a-4781-98d6-b34c8baf108e","2848cc9b-4992-45a8-a8db-b8705ad48558","James Martin","5","Solid and reliable","The craftsmanship is evident. Welds are neat, paint is flawless. This is a bike built to last.","true","""2025-07-29T19:55:21.759Z"""
"b032ee9d-e8a9-4aeb-bfaf-8b844340c9db","2848cc9b-4992-45a8-a8db-b8705ad48558","Dylan Owen","5","Easy to use","Wheels are strong and true. Haven't needed any adjustment despite some rough cycle paths and potholes.","true","""2025-07-02T19:55:21.759Z"""
"5fe16173-22db-40f8-9ee7-9f51afd1375d","2848cc9b-4992-45a8-a8db-b8705ad48558","Layla Shah","5","Better than expected","The rear rack is solid and takes panniers perfectly. Can carry a week's shopping without any wobble.","true","""2025-11-05T19:55:21.759Z"""
"3893d330-7628-4edc-b219-9ea1d5dd2fb1","2848cc9b-4992-45a8-a8db-b8705ad48558","Kenji Liu","4","Happy commuter here","Customer service deserves special mention. Had a question about maintenance and received a detailed response within hours.","true","""2025-05-28T19:55:21.759Z"""
"84a52e9b-0fca-4c72-9e18-ca8832e3c872","2848cc9b-4992-45a8-a8db-b8705ad48558","Yuki Chen","3","Battery life is amazing","After six months of daily use, I have zero complaints. No mechanical issues whatsoever. Just regular maintenance needed.","true","""2025-08-07T19:55:21.759Z"""
"2fe2f75a-fc65-4089-a0f9-c2e8f319f35d","2848cc9b-4992-45a8-a8db-b8705ad48558","Noor Hamdan","3","Brilliant for city riding","Can fit in the boot of my hatchback easily. Opens up possibilities for weekend rides in the countryside.","true","""2025-07-14T19:55:21.759Z"""
"11e71ce6-ec84-46cd-8ad9-c4a30935307d","2848cc9b-4992-45a8-a8db-b8705ad48558","Noor Aziz","5","Motor is very quiet","Can fit in the boot of my hatchback easily. Opens up possibilities for weekend rides in the countryside.","true","""2025-08-01T19:55:21.759Z"""
"5073c60b-bb30-422e-b32d-3a1a5bab53d5","2848cc9b-4992-45a8-a8db-b8705ad48558","Tunde Kamau","3","Superb engineering","Exactly as described on the website. No nasty surprises. What you see is what you get, which is refreshing.","false","""2025-08-17T19:55:21.759Z"""
"e154cde8-cfb8-4b1d-83fd-f44ac94d8281","2848cc9b-4992-45a8-a8db-b8705ad48558","Ola Okafor","4","Fantastic range","Perfect for my train commute. Folds small enough that it doesn't bother other passengers during rush hour.","true","""2025-06-18T19:55:21.759Z"""
"d24f850a-4c71-4af3-9de3-825aca07dd41","2848cc9b-4992-45a8-a8db-b8705ad48558","Dimitri Ivanova","5","Folds up nicely","Stores under my desk at work. Saves paying for cycle parking and keeps it safe. Unfolding is just as quick.","false","""2025-07-20T19:55:21.759Z"""
"f06b6bc3-65ce-493c-ba56-53df92813a10","2848cc9b-4992-45a8-a8db-b8705ad48558","Lily Phillips","5","Very impressed","This has opened up so many new routes. Places that were too far or too hilly are now easily accessible. Loving the freedom.","true","""2025-06-13T19:55:21.759Z"""
"5b9e4125-77a5-4145-9203-e09664b3d968","2848cc9b-4992-45a8-a8db-b8705ad48558","Erin MacDonald","5","Absolutely brilliant purchase","The hinges feel solid with no play. Despite folding, it rides like a regular bike - no flex or wobble whatsoever.","true","""2025-08-12T19:55:21.759Z"""
"0cdd9578-427e-45a4-9c55-32805b056ec3","2848cc9b-4992-45a8-a8db-b8705ad48558","Chinwe Mensah","5","Impressive performance","Love that I can use it as a regular bike when I want exercise, or with assistance when I'm tired. Versatility is brilliant.","true","""2025-06-18T19:55:21.759Z"""
"6bbce5ae-3750-4556-a311-b0040f58326b","2848cc9b-4992-45a8-a8db-b8705ad48558","Rohan Rao","1","Comfortable ride","Folding mechanism is brilliant. Takes literally 15 seconds. No fumbling or forcing required - just clicks into place.","true","""2025-07-27T19:55:21.759Z"""
"e56a8d2b-f8d2-4e52-8cbc-f4aede0a88a9","2848cc9b-4992-45a8-a8db-b8705ad48558","Sean Kelly","5","Brilliant for city riding","Exactly as described on the website. No nasty surprises. What you see is what you get, which is refreshing.","true","""2025-07-08T19:55:21.759Z"""
"c10d1c16-6530-456d-96a2-db7a156f50a6","2848cc9b-4992-45a8-a8db-b8705ad48558","Tunde Adeyemi","5","Fantastic range","Gears shift smoothly under power. Some cheaper bikes require you to stop pedalling - not this one. Very convenient.","true","""2025-10-30T19:55:21.759Z"""
"7ac4db18-76b2-4758-bc46-f60d1dad3395","2848cc9b-4992-45a8-a8db-b8705ad48558","Diego Martinez","5","Very impressed","This has genuinely changed my lifestyle. Haven't driven to work in two months. Saving money and getting fitter simultaneously.","true","""2025-06-30T19:55:21.759Z"""
"a78ab93f-4279-4a27-8d33-464cde60effe","2848cc9b-4992-45a8-a8db-b8705ad48558","Pavel Nowak","5","Game-changer for my commute","Stores under my desk at work. Saves paying for cycle parking and keeps it safe. Unfolding is just as quick.","true","""2025-09-28T19:55:21.759Z"""
"65fdd768-b530-4659-b9b9-f24eced2adfb","2848cc9b-4992-45a8-a8db-b8705ad48558","Jakub Horvath","5","Smooth and powerful","Assembly was straightforward. Clear instructions and all necessary tools included. Was ready to ride in under half an hour.","true","""2025-06-02T19:55:21.759Z"""
"5135ca3e-1845-4034-9ad5-7df9287d80f7","2848cc9b-4992-45a8-a8db-b8705ad48558","Pavel Novak","1","Fantastic quality","Folding mechanism is brilliant. Takes literally 15 seconds. No fumbling or forcing required - just clicks into place.","true","""2025-11-23T19:55:21.759Z"""
"e1f34409-e16f-4e44-ab53-14398ed8a0d5","2848cc9b-4992-45a8-a8db-b8705ad48558","Rashid Hamdan","5","Perfect for daily use","Arrived perfectly adjusted. Brakes, gears, everything worked perfectly straight out of the box. Very impressed with quality control.","true","""2025-11-05T19:55:21.759Z"""
"8ba33009-00fc-4fde-a0d7-9b819a01b5ae","2848cc9b-4992-45a8-a8db-b8705ad48558","Aisha Desai","5","Very impressed","Surprisingly agile despite the weight. Easy to navigate through tight spaces and park conveniently.","true","""2025-08-08T19:55:21.759Z"""
"c030e66a-1ef5-4ca7-abed-44a3220a23ac","2848cc9b-4992-45a8-a8db-b8705ad48558","Ella Wright","4","Absolutely brilliant purchase","This has genuinely changed my lifestyle. Haven't driven to work in two months. Saving money and getting fitter simultaneously.","true","""2025-10-19T19:55:21.759Z"""
"bb5a2b65-cf20-49d8-a38c-728c28ec856a","2848cc9b-4992-45a8-a8db-b8705ad48558","Rhys Griffiths","5","Impressive performance","Delivery was impressively quick. Arrived within two days, well packaged. Setup took about 20 minutes following the clear instructions provided.","true","""2025-11-05T19:55:21.759Z"""
"0566bc1a-54d9-4f50-8588-d7332985e84c","2848cc9b-4992-45a8-a8db-b8705ad48558","Cerys Edwards","4","Comfortable ride","Stores under my desk at work. Saves paying for cycle parking and keeps it safe. Unfolding is just as quick.","true","""2025-08-01T19:55:21.759Z"""
"ee640afb-a885-4b70-a37d-ec5b891ffda3","2848cc9b-4992-45a8-a8db-b8705ad48558","Orla Kennedy","5","Fantastic range","Customer support answered all my pre-purchase questions promptly. Made the buying decision much easier.","true","""2025-10-05T19:55:21.759Z"""
"900de6ef-1464-4059-b088-2a6a7e2a9dd2","2848cc9b-4992-45a8-a8db-b8705ad48558","Kwame Kamau","5","Good for longer rides","The build quality is exceptional. Everything feels solid and well-engineered. I've been using it daily for three months now and it still performs like new.","true","""2025-07-16T19:55:21.759Z"""
"2cb923dd-88e6-45c7-97c4-bf3e2a27f9df","2848cc9b-4992-45a8-a8db-b8705ad48558","Amara Ogunleye","5","Responsive and smooth","This has paid for itself already in saved train fares. The financial case is compelling even before health benefits.","true","""2025-09-07T19:55:21.759Z"""
"ef41c98d-f75a-4a0d-b2f6-ccdcc3c5e267","2848cc9b-4992-45a8-a8db-b8705ad48558","Roisin Flynn","5","Feels very sturdy","Braking performance is excellent. Stops quickly and confidently even in wet conditions. Feel very safe riding in traffic.","true","""2025-11-12T19:55:21.759Z"""
"325a150b-e41a-4090-864a-8a226e5cbce4","2848cc9b-4992-45a8-a8db-b8705ad48558","Erin Campbell","5","Folds up nicely","This has opened up so many new routes. Places that were too far or too hilly are now easily accessible. Loving the freedom.","true","""2025-08-01T19:55:21.759Z"""
"453ee8c3-32da-47c1-ba7d-2223d50f5b07","2848cc9b-4992-45a8-a8db-b8705ad48558","Aoife Kelly","4","Exceeded all expectations","Gears shift smoothly under power. Some cheaper bikes require you to stop pedalling - not this one. Very convenient.","true","""2025-08-23T19:55:21.759Z"""
"8846aa0b-a7ac-4fe7-8e90-6d78ee3ddd7e","2848cc9b-4992-45a8-a8db-b8705ad48558","Carlos Silva","5","Worth every penny","Wheels are strong and true. Haven't needed any adjustment despite some rough cycle paths and potholes.","true","""2025-09-15T19:55:21.759Z"""
"4d04e261-7633-4702-b86e-b16095e02239","2848cc9b-4992-45a8-a8db-b8705ad48558","Kabir Gupta","5","Couldn't be happier","Battery life has been fantastic. I do a 12-mile round trip daily and only charge twice a week. The range indicator is very accurate too.","true","""2025-10-15T19:55:21.759Z"""
"e97aae11-bea6-47dd-9336-dd30b36efeaf","2848cc9b-4992-45a8-a8db-b8705ad48558","Daniel Price","5","Better than expected","My colleagues have been asking about it constantly. Two have already bought one based on my recommendation.","true","""2025-11-20T19:55:21.759Z"""
"26359e71-8ebd-494f-9e7a-c4a75e26f5a5","2848cc9b-4992-45a8-a8db-b8705ad48558","Bethan Griffiths","5","Happy commuter here","Customer support answered all my pre-purchase questions promptly. Made the buying decision much easier.","true","""2025-07-07T19:55:21.759Z"""
"6ff9ffc5-df69-4a22-bcb7-695c37fcf0f2","2848cc9b-4992-45a8-a8db-b8705ad48558","Min-Jun Lee","4","Motor is very quiet","Wheels are strong and true. Haven't needed any adjustment despite some rough cycle paths and potholes.","true","""2025-06-17T19:55:21.759Z"""
"243c3306-ba70-4135-8f0a-9ad4f4539707","2848cc9b-4992-45a8-a8db-b8705ad48558","Priya Rao","5","Top-notch product","Perfect for my train commute. Folds small enough that it doesn't bother other passengers during rush hour.","true","""2025-11-17T19:55:21.759Z"""
"21ac1bd9-b574-438c-92f6-a06f991e9a67","2848cc9b-4992-45a8-a8db-b8705ad48558","Luis Fernandez","5","Excellent starter bike","Rain hasn't been an issue. Everything is well-sealed and continues working perfectly. Confidence-inspiring in all weather.","true","""2025-08-30T19:55:21.759Z"""
"ca702b9b-f78b-4953-858a-3d3acebefdb8","2848cc9b-4992-45a8-a8db-b8705ad48558","Aryan Reddy","5","Love the design","After six months of daily use, I have zero complaints. No mechanical issues whatsoever. Just regular maintenance needed.","true","""2025-07-23T19:55:21.759Z"""
"cc1940be-c3df-4d5e-8442-37353ad7b965","2848cc9b-4992-45a8-a8db-b8705ad48558","Ananya Gupta","5","Best investment I've made","Charges faster than expected. From empty to full in about 4-5 hours. Perfect to charge overnight.","true","""2025-09-30T19:55:21.759Z"""
"a33dcf78-390f-45d9-a710-ecdf08631ea9","2848cc9b-4992-45a8-a8db-b8705ad48558","Maisie MacDonald","4","Love the design","The hinges feel solid with no play. Despite folding, it rides like a regular bike - no flex or wobble whatsoever.","true","""2025-10-13T19:55:21.759Z"""
"d80ca4a3-36f9-4cc3-ad4a-79d0244102bc","2848cc9b-4992-45a8-a8db-b8705ad48558","Saoirse Kelly","5","Perfect size","Build quality exceeded expectations at this price point. No cheap plastics or wobbly parts. Everything feels premium.","true","""2025-08-24T19:55:21.759Z"""
"d35a029e-07ed-4f97-b9fc-d55d9e11eab8","2848cc9b-4992-45a8-a8db-b8705ad48558","Olivia Baker","5","Great customer service","The integrated lights look sleek and work brilliantly. No fumbling with removable lights anymore.","false","""2025-07-06T19:55:21.759Z"""
"8cff3a77-d550-42db-84be-7d33eb25f0c8","2848cc9b-4992-45a8-a8db-b8705ad48558","Evan Hughes","5","Very impressed","Kickstand is sturdy and reliable. Bike stays upright on any surface. Simple but essential feature that works perfectly.","true","""2025-07-30T19:55:21.759Z"""
"b1ae4575-1984-4bdd-9311-bab02acdace6","2848cc9b-4992-45a8-a8db-b8705ad48558","Mihai Petrescu","5","Outstanding value","No buyer's remorse whatsoever. This is everything I hoped it would be and more. Absolutely delighted.","true","""2025-09-08T19:55:21.759Z"""
"2de6fc67-84b5-4ed2-9bd5-53f24d8ca830","2848cc9b-4992-45a8-a8db-b8705ad48558","Logan MacKenzie","5","Excellent build quality","The motor provides smooth, natural assistance. You barely notice it working but hills that used to exhaust me are now effortless.","true","""2025-09-25T19:55:21.759Z"""
